,series_id,night,onset,wakeup,sleep_hours
171,0cfc06c129cc,5,22,6,8
172,0cfc06c129cc,6,23,6,7
173,0cfc06c129cc,7,20,6,10
174,0cfc06c129cc,8,21,6,9
175,0cfc06c129cc,9,21,5,8
176,0cfc06c129cc,10,21,6,9
177,0cfc06c129cc,11,22,5,7
178,0cfc06c129cc,12,22,6,8
179,0cfc06c129cc,13,21,5,8
180,0cfc06c129cc,14,21,6,9
181,0cfc06c129cc,15,21,6,9
182,0cfc06c129cc,16,22,6,8
183,0cfc06c129cc,17,22,6,8
184,0cfc06c129cc,18,22,7,9
185,0cfc06c129cc,19,21,6,9
186,0cfc06c129cc,20,22,7,9
187,0cfc06c129cc,21,21,7,10
188,0d0ad1e77851,1,22,7,9
189,0d0ad1e77851,2,21,6,9
190,0d0ad1e77851,3,21,6,9
191,0d0ad1e77851,4,23,7,8
192,0d0ad1e77851,7,22,7,9
193,0d0ad1e77851,8,22,7,9
194,0d0ad1e77851,10,22,7,9
195,0d0ad1e77851,11,23,6,7
196,0d0ad1e77851,12,0,6,6
197,0d0ad1e77851,13,22,6,8
198,0d0ad1e77851,14,21,6,9
199,0d0ad1e77851,15,22,6,8
200,0d0ad1e77851,16,1,7,6
201,0d0ad1e77851,17,22,7,9
202,0d0ad1e77851,18,22,7,9
203,0d0ad1e77851,19,23,7,8
204,0d0ad1e77851,20,23,7,8
205,0d0ad1e77851,21,22,7,9
206,0d0ad1e77851,22,20,7,11
207,0d0ad1e77851,23,22,6,8
208,0dee4fda51c3,1,22,7,9
209,0dee4fda51c3,2,1,8,7
210,0dee4fda51c3,3,1,9,8
211,0dee4fda51c3,4,5,11,6
212,0dee4fda51c3,5,1,6,5
213,0dee4fda51c3,6,23,5,6
214,0dee4fda51c3,7,23,5,6
215,0dee4fda51c3,8,22,4,6
216,0dee4fda51c3,9,23,9,10
217,0dee4fda51c3,10,21,4,7
218,0dee4fda51c3,11,21,3,6
219,0dee4fda51c3,12,1,6,5
220,0dee4fda51c3,13,22,4,6
221,0dee4fda51c3,14,0,5,5
222,0dee4fda51c3,17,22,6,8
223,0dee4fda51c3,19,23,5,6
224,0dee4fda51c3,20,22,5,7
225,0dee4fda51c3,21,22,4,6
226,0dee4fda51c3,23,4,9,5
227,0dee4fda51c3,24,3,7,4
228,0ec9fc461819,1,22,6,8
229,0ec9fc461819,2,2,6,4
230,0ec9fc461819,3,23,7,8
231,0ec9fc461819,4,21,7,10
232,0ec9fc461819,5,21,4,7
233,0ec9fc461819,6,20,5,9
234,0ec9fc461819,7,20,6,10
235,0ec9fc461819,8,21,5,8
236,0ec9fc461819,9,20,7,11
237,0ec9fc461819,10,22,7,9
238,0ec9fc461819,11,21,6,9
239,0ec9fc461819,12,20,6,10
240,0ec9fc461819,13,20,3,7
241,0ec9fc461819,14,19,6,11
242,0ec9fc461819,15,21,6,9
243,0ec9fc461819,16,21,5,8
244,0ec9fc461819,17,21,6,9
245,0ec9fc461819,18,22,6,8
246,0ec9fc461819,19,20,5,9
247,0ec9fc461819,20,20,5,9
248,0ec9fc461819,21,21,6,9
249,0ec9fc461819,22,21,6,9
250,0ec9fc461819,26,21,6,9
251,0ec9fc461819,27,21,6,9
252,0ec9fc461819,28,20,6,10
253,0ec9fc461819,29,21,3,6
254,0ec9fc461819,30,19,6,11
255,0ec9fc461819,31,22,7,9
256,0ec9fc461819,32,22,7,9
257,0ec9fc461819,33,22,7,9
258,0ef7d94fde99,1,22,7,9
259,0ef7d94fde99,2,21,7,10
260,0ef7d94fde99,3,19,6,11
261,0ef7d94fde99,4,20,6,10
262,0ef7d94fde99,5,21,5,8
263,0ef7d94fde99,6,20,5,9
264,0ef7d94fde99,7,20,5,9
265,0ef7d94fde99,8,23,6,7
266,0ef7d94fde99,9,22,6,8
267,0ef7d94fde99,10,21,6,9
268,0ef7d94fde99,11,20,5,9
269,0ef7d94fde99,12,20,5,9
270,0ef7d94fde99,13,21,5,8
271,0ef7d94fde99,14,2,5,3
272,0ef7d94fde99,15,23,6,7
273,0ef7d94fde99,16,21,6,9
274,0ef7d94fde99,17,20,6,10
275,0ef7d94fde99,18,20,6,10
276,0ef7d94fde99,19,1,5,4
277,0ef7d94fde99,20,22,5,7
278,0ef7d94fde99,21,0,1,1
279,0f572d690310,1,21,6,9
280,0f572d690310,2,20,7,11
281,0f572d690310,3,21,7,10
282,0f572d690310,7,21,7,10
283,0f572d690310,8,20,7,11
284,0f572d690310,9,21,6,9
285,0f572d690310,11,22,7,9
286,0f572d690310,12,21,6,9
287,0f572d690310,14,21,7,10
288,0f572d690310,15,23,7,8
289,0f572d690310,16,21,7,10
290,0f572d690310,17,22,6,8
291,0f572d690310,18,22,6,8
292,0f572d690310,22,21,6,9
293,0f572d690310,23,4,7,3
294,0f572d690310,24,21,6,9
295,0f572d690310,25,20,8,12
296,0f572d690310,26,21,7,10
297,0f572d690310,27,19,8,13
298,0f572d690310,28,22,7,9
299,10469f6765bf,1,0,8,8
300,10469f6765bf,3,22,6,8
301,10469f6765bf,4,18,6,12
302,1087d7b0ff2e,1,23,7,8
303,1087d7b0ff2e,2,17,6,13
304,1087d7b0ff2e,3,23,6,7
305,1087d7b0ff2e,4,1,8,7
306,1087d7b0ff2e,5,1,13,12
307,1087d7b0ff2e,6,0,7,7
308,1087d7b0ff2e,7,1,6,5
309,1087d7b0ff2e,8,22,3,5
310,1087d7b0ff2e,9,1,12,11
311,1087d7b0ff2e,10,2,11,9
312,1087d7b0ff2e,11,3,10,7
313,1087d7b0ff2e,12,0,10,10
314,1087d7b0ff2e,13,1,6,5
315,1087d7b0ff2e,14,22,7,9
316,1087d7b0ff2e,15,2,10,8
317,1087d7b0ff2e,16,0,6,6
318,1087d7b0ff2e,17,23,5,6
319,1087d7b0ff2e,18,1,7,6
320,1087d7b0ff2e,19,2,13,11
321,1087d7b0ff2e,20,1,7,6
322,1087d7b0ff2e,21,23,7,8
323,1087d7b0ff2e,22,22,6,8
324,1087d7b0ff2e,23,23,6,7
325,1087d7b0ff2e,24,23,8,9
326,10f8bc1f7b07,1,22,7,9
327,10f8bc1f7b07,2,23,9,10
328,10f8bc1f7b07,3,21,7,10
329,10f8bc1f7b07,4,22,7,9
330,10f8bc1f7b07,5,21,6,9
331,10f8bc1f7b07,6,0,6,6
332,10f8bc1f7b07,7,22,6,8
333,10f8bc1f7b07,8,20,6,10
334,10f8bc1f7b07,9,22,7,9
335,10f8bc1f7b07,10,22,6,8
336,10f8bc1f7b07,11,21,6,9
337,10f8bc1f7b07,12,21,6,9
338,10f8bc1f7b07,13,21,6,9
339,10f8bc1f7b07,14,21,6,9
340,10f8bc1f7b07,15,20,6,10
341,10f8bc1f7b07,16,22,5,7
342,10f8bc1f7b07,17,22,7,9
343,10f8bc1f7b07,18,20,6,10
344,10f8bc1f7b07,19,20,6,10
345,10f8bc1f7b07,20,21,6,9
346,10f8bc1f7b07,21,21,6,9
347,10f8bc1f7b07,22,22,6,8
348,10f8bc1f7b07,23,22,5,7
349,12d01911d509,1,20,6,10
350,12d01911d509,2,20,6,10
351,12d01911d509,3,21,6,9
352,12d01911d509,4,22,7,9
353,12d01911d509,6,20,6,10
354,12d01911d509,7,20,6,10
355,12d01911d509,8,22,6,8
356,12d01911d509,9,19,6,11
357,12d01911d509,10,20,6,10
358,12d01911d509,11,21,8,11
359,12d01911d509,12,20,6,10
360,12d01911d509,13,20,6,10
361,12d01911d509,14,20,6,10
362,12d01911d509,15,20,6,10
363,12d01911d509,16,20,5,9
364,12d01911d509,17,21,8,11
365,12d01911d509,18,22,7,9
366,12d01911d509,19,21,7,10
367,12d01911d509,21,20,6,10
368,12d01911d509,22,20,6,10
369,12d01911d509,23,22,6,8
370,12d01911d509,24,21,6,9
371,12d01911d509,25,23,6,7
372,12d01911d509,26,21,6,9
373,12d01911d509,27,20,6,10
374,12d01911d509,28,22,6,8
375,1319a1935f48,1,20,6,10
376,1319a1935f48,2,19,6,11
377,1319a1935f48,3,20,6,10
378,1319a1935f48,4,20,7,11
379,1319a1935f48,5,20,5,9
380,1319a1935f48,6,22,7,9
381,1319a1935f48,7,19,6,11
382,1319a1935f48,8,20,6,10
383,1319a1935f48,9,20,6,10
384,1319a1935f48,10,0,7,7
385,1319a1935f48,11,19,7,12
386,1319a1935f48,12,20,6,10
387,1319a1935f48,13,20,5,9
388,1319a1935f48,14,20,6,10
389,1319a1935f48,15,20,6,10
390,1319a1935f48,16,22,7,9
391,1319a1935f48,17,19,5,10
392,1319a1935f48,18,19,7,12
393,1319a1935f48,19,20,5,9
394,1319a1935f48,20,19,6,11
395,1319a1935f48,21,20,5,9
396,1319a1935f48,22,19,6,11
397,1319a1935f48,23,19,5,10
398,1319a1935f48,24,19,5,10
399,1319a1935f48,25,19,6,11
400,1319a1935f48,26,20,6,10
401,1319a1935f48,27,19,6,11
402,1319a1935f48,28,20,6,10
403,1319a1935f48,29,19,6,11
404,1319a1935f48,30,20,5,9
405,1319a1935f48,31,19,5,10
406,1319a1935f48,32,20,6,10
407,1319a1935f48,33,19,6,11
408,137771d19ca2,2,22,9,11
409,137771d19ca2,3,0,11,11
410,137771d19ca2,4,22,5,7
411,137771d19ca2,5,23,7,8
412,137b99e936ab,1,1,12,11
413,137b99e936ab,4,1,10,9
414,137b99e936ab,5,23,7,8
415,137b99e936ab,6,0,10,10
416,137b99e936ab,7,3,7,4
417,137b99e936ab,9,2,5,3
418,137b99e936ab,10,22,10,12
419,137b99e936ab,13,0,11,11
420,137b99e936ab,14,4,7,3
421,137b99e936ab,15,19,1,6
422,137b99e936ab,16,2,11,9
423,137b99e936ab,17,1,4,3
424,137b99e936ab,19,3,12,9
425,137b99e936ab,20,5,16,11
426,137b99e936ab,22,22,6,8
427,137b99e936ab,23,1,7,6
428,137b99e936ab,24,3,11,8
429,137b99e936ab,28,17,10,17
430,13b4d6a01d27,2,23,8,9
431,13b4d6a01d27,3,0,8,8
432,13b4d6a01d27,4,23,9,10
433,13b4d6a01d27,5,0,8,8
434,148471991ffb,1,0,6,6
435,148471991ffb,2,2,13,11
436,148471991ffb,8,17,6,13
437,148471991ffb,15,0,6,6
438,148471991ffb,16,1,16,15
439,148471991ffb,17,0,11,11
440,148471991ffb,18,1,11,10
441,148471991ffb,19,4,8,4
442,148471991ffb,20,18,13,19
443,148471991ffb,21,5,14,9
444,148471991ffb,22,2,12,10
445,148471991ffb,23,4,8,4
446,148471991ffb,24,2,14,12
447,148471991ffb,25,4,13,9
448,148471991ffb,26,2,6,4
449,154fe824ed87,1,22,8,10
450,154fe824ed87,2,0,9,9
451,154fe824ed87,3,23,6,7
452,154fe824ed87,4,23,6,7
453,154fe824ed87,5,0,6,6
454,154fe824ed87,6,22,6,8
455,154fe824ed87,7,23,9,10
456,154fe824ed87,8,1,9,8
457,154fe824ed87,9,0,7,7
458,154fe824ed87,10,23,6,7
459,154fe824ed87,11,21,9,12
460,154fe824ed87,12,0,6,6
461,154fe824ed87,13,23,6,7
462,154fe824ed87,14,23,6,7
463,154fe824ed87,15,2,12,10
464,154fe824ed87,16,0,6,6
465,154fe824ed87,17,22,10,12
466,154fe824ed87,18,21,6,9
467,154fe824ed87,19,23,7,8
468,154fe824ed87,20,22,7,9
469,154fe824ed87,21,23,8,9
470,154fe824ed87,22,0,11,11
471,154fe824ed87,23,23,6,7
472,154fe824ed87,24,23,6,7
473,154fe824ed87,25,0,6,6
474,154fe824ed87,26,22,6,8
475,154fe824ed87,27,23,7,8
476,154fe824ed87,28,0,9,9
477,154fe824ed87,29,1,9,8
478,154fe824ed87,31,23,9,10
479,16fe2798ed0f,1,23,6,7
480,16fe2798ed0f,3,23,8,9
481,16fe2798ed0f,5,23,6,7
482,16fe2798ed0f,6,23,6,7
483,16fe2798ed0f,7,0,6,6
484,16fe2798ed0f,10,0,11,11
485,16fe2798ed0f,12,23,6,7
486,16fe2798ed0f,13,0,7,7
487,16fe2798ed0f,15,23,6,7
488,16fe2798ed0f,17,0,9,9
489,16fe2798ed0f,18,1,10,9
490,16fe2798ed0f,19,0,6,6
491,16fe2798ed0f,20,23,6,7
492,16fe2798ed0f,22,0,6,6
493,1716cd4163b2,1,22,8,10
494,1716cd4163b2,2,23,9,10
495,1716cd4163b2,3,21,7,10
496,1716cd4163b2,4,21,7,10
497,1716cd4163b2,5,21,6,9
498,1716cd4163b2,6,21,6,9
499,1716cd4163b2,7,21,7,10
500,1716cd4163b2,8,22,6,8
501,1716cd4163b2,9,22,7,9
502,1716cd4163b2,10,21,7,10
503,1716cd4163b2,11,21,7,10
504,1716cd4163b2,12,20,6,10
505,1716cd4163b2,13,22,6,8
506,1716cd4163b2,14,22,6,8
507,1716cd4163b2,15,23,7,8
508,1716cd4163b2,16,20,7,11
509,1716cd4163b2,17,21,6,9
510,1716cd4163b2,18,20,7,11
511,1716cd4163b2,19,21,6,9
512,1716cd4163b2,20,21,6,9
513,1716cd4163b2,21,20,6,10
514,1716cd4163b2,22,22,6,8
515,1716cd4163b2,23,22,8,10
516,1716cd4163b2,24,18,6,12
517,1716cd4163b2,25,21,6,9
518,1762ab70ec76,1,23,7,8
519,1762ab70ec76,2,21,7,10
520,1762ab70ec76,4,23,7,8
521,1762ab70ec76,5,23,7,8
522,1762ab70ec76,6,20,7,11
523,1762ab70ec76,7,22,6,8
524,1762ab70ec76,9,23,8,9
525,1762ab70ec76,10,21,9,12
526,1762ab70ec76,11,23,8,9
527,1762ab70ec76,12,23,7,8
528,1762ab70ec76,13,22,7,9
529,1762ab70ec76,14,22,7,9
530,1762ab70ec76,15,21,7,10
531,1762ab70ec76,16,21,11,14
532,1762ab70ec76,17,0,9,9
533,1762ab70ec76,18,23,7,8
534,1762ab70ec76,19,21,7,10
535,1762ab70ec76,20,21,7,10
536,1762ab70ec76,21,23,7,8
537,188d4b7cd28b,1,21,6,9
538,188d4b7cd28b,2,22,5,7
539,188d4b7cd28b,3,21,6,9
540,188d4b7cd28b,4,23,6,7
541,188d4b7cd28b,5,22,6,8
542,188d4b7cd28b,6,22,7,9
543,188d4b7cd28b,7,20,7,11
544,188d4b7cd28b,8,20,6,10
545,188d4b7cd28b,9,22,6,8
546,188d4b7cd28b,11,22,6,8
547,188d4b7cd28b,12,21,6,9
548,188d4b7cd28b,13,22,6,8
549,188d4b7cd28b,14,20,7,11
550,188d4b7cd28b,15,21,6,9
551,188d4b7cd28b,16,21,6,9
552,188d4b7cd28b,17,20,7,11
553,188d4b7cd28b,18,21,6,9
554,188d4b7cd28b,19,20,6,10
555,188d4b7cd28b,20,21,7,10
556,188d4b7cd28b,21,21,6,9
557,188d4b7cd28b,22,22,6,8
558,18a0ca03431d,1,19,6,11
559,18a0ca03431d,2,20,6,10
560,18a0ca03431d,3,20,6,10
561,18a0ca03431d,4,21,6,9
562,18a0ca03431d,5,22,6,8
563,18a0ca03431d,6,20,6,10
564,18a0ca03431d,7,20,5,9
565,18a0ca03431d,8,19,6,11
566,18a0ca03431d,9,0,6,6
567,18a0ca03431d,11,21,7,10
568,18a0ca03431d,12,19,6,11
569,18a0ca03431d,13,21,6,9
570,18a0ca03431d,14,21,6,9
571,18a0ca03431d,15,20,5,9
572,18a0ca03431d,16,20,7,11
573,18a0ca03431d,17,21,5,8
574,18a0ca03431d,18,21,7,10
575,18a0ca03431d,19,21,7,10
576,18a0ca03431d,20,20,7,11
577,18a0ca03431d,21,21,6,9
578,18a0ca03431d,22,20,6,10
579,18a0ca03431d,23,20,3,7
580,18a0ca03431d,24,21,6,9
581,18a0ca03431d,25,20,5,9
582,18a0ca03431d,26,19,6,11
583,18a0ca03431d,27,20,6,10
584,18a0ca03431d,28,19,6,11
585,18a0ca03431d,29,20,6,10
586,18a0ca03431d,30,23,6,7
587,18b61dd5aae8,1,22,9,11
588,18b61dd5aae8,2,22,8,10
589,18b61dd5aae8,3,20,5,9
590,18b61dd5aae8,4,23,4,5
591,18b61dd5aae8,5,23,4,5
592,18b61dd5aae8,6,0,4,4
593,18b61dd5aae8,7,22,4,6
594,18b61dd5aae8,8,0,10,10
595,18b61dd5aae8,9,0,6,6
596,18b61dd5aae8,10,0,8,8
597,18b61dd5aae8,11,22,7,9
598,18b61dd5aae8,12,22,9,11
599,18b61dd5aae8,13,22,9,11
600,18b61dd5aae8,14,23,8,9
601,18b61dd5aae8,15,22,9,11
602,18b61dd5aae8,16,22,7,9
603,18b61dd5aae8,17,1,9,8
604,18b61dd5aae8,18,22,4,6
605,18b61dd5aae8,19,22,4,6
606,18b61dd5aae8,20,23,5,6
607,18b61dd5aae8,21,21,7,10
608,18b61dd5aae8,22,22,7,9
609,18b61dd5aae8,23,20,7,11
610,18b61dd5aae8,24,20,4,8
611,18b61dd5aae8,25,21,4,7
612,18b61dd5aae8,26,21,4,7
613,18b61dd5aae8,27,23,4,5
614,18b61dd5aae8,28,23,4,5
615,18b61dd5aae8,29,0,8,8
616,1955d568d987,1,22,7,9
617,1955d568d987,2,20,4,8
618,1955d568d987,3,20,6,10
619,1955d568d987,4,20,5,9
620,1955d568d987,5,21,5,8
621,1955d568d987,6,20,5,9
622,1955d568d987,7,20,5,9
623,1955d568d987,8,20,7,11
624,1955d568d987,9,21,6,9
625,1955d568d987,10,20,6,10
626,1955d568d987,11,20,7,11
627,1955d568d987,12,20,6,10
628,1955d568d987,13,20,6,10
629,1955d568d987,14,20,6,10
630,1955d568d987,15,20,5,9
631,1955d568d987,16,20,5,9
632,1955d568d987,17,20,2,6
633,1955d568d987,18,20,6,10
634,1955d568d987,19,21,5,8
635,1955d568d987,20,20,2,6
636,1955d568d987,21,21,5,8
637,1955d568d987,22,21,7,10
638,1955d568d987,23,21,7,10
639,1955d568d987,24,21,7,10
640,1955d568d987,25,21,7,10
641,1955d568d987,26,21,7,10
642,1955d568d987,27,21,7,10
643,1955d568d987,28,22,7,9
644,1955d568d987,29,21,7,10
645,1b92be89db4c,1,19,1,6
646,1b92be89db4c,2,18,6,12
647,1b92be89db4c,3,22,6,8
648,1b92be89db4c,4,0,7,7
649,1b92be89db4c,5,23,8,9
650,1b92be89db4c,6,0,9,9
651,1b92be89db4c,7,23,7,8
652,1b92be89db4c,8,22,7,9
653,1b92be89db4c,9,21,7,10
654,1b92be89db4c,10,22,7,9
655,1b92be89db4c,12,0,9,9
656,1b92be89db4c,13,17,2,9
657,1b92be89db4c,14,21,7,10
658,1b92be89db4c,15,23,7,8
659,1b92be89db4c,16,1,10,9
660,1b92be89db4c,17,23,7,8
661,1b92be89db4c,18,22,9,11
662,1b92be89db4c,19,3,10,7
663,1b92be89db4c,20,0,10,10
664,1b92be89db4c,21,0,7,7
665,1b92be89db4c,22,21,7,10
666,1c7c0bad1263,1,2,8,6
667,1c7c0bad1263,2,0,6,6
668,1c7c0bad1263,3,4,8,4
669,1c7c0bad1263,5,0,9,9
670,1c7c0bad1263,6,1,7,6
671,1c7c0bad1263,7,23,5,6
672,1d4569cbac0f,2,0,7,7
673,1d4569cbac0f,3,3,11,8
674,1d4569cbac0f,4,3,11,8
675,1d4569cbac0f,6,0,8,8
676,1d4569cbac0f,9,0,8,8
677,1d4569cbac0f,10,2,11,9
678,1d4569cbac0f,11,1,10,9
679,1d4569cbac0f,13,23,7,8
680,1d4569cbac0f,19,2,8,6
681,1d4569cbac0f,32,1,9,8
682,1e6717d93c1d,1,21,7,10
683,1e6717d93c1d,3,22,7,9
684,1e6717d93c1d,4,23,7,8
685,1e6717d93c1d,5,22,7,9
686,1e6717d93c1d,6,21,6,9
687,1e6717d93c1d,9,22,6,8
688,1f96b9668bdf,6,18,6,12
689,1f96b9668bdf,7,22,5,7
690,1f96b9668bdf,10,22,2,4
691,1f96b9668bdf,11,0,8,8
692,1f96b9668bdf,12,20,7,11
693,1f96b9668bdf,13,20,7,11
694,1f96b9668bdf,14,20,6,10
695,1f96b9668bdf,18,19,6,11
696,1f96b9668bdf,19,20,6,10
697,1f96b9668bdf,20,20,6,10
698,1f96b9668bdf,21,20,6,10
699,1f96b9668bdf,27,20,7,11
700,1f96b9668bdf,28,20,3,7
701,1f96b9668bdf,31,20,6,10
702,1f96b9668bdf,32,20,6,10
703,207eded97727,1,22,9,11
704,207eded97727,5,20,7,11
705,207eded97727,6,20,7,11
706,207eded97727,7,20,6,10
707,207eded97727,8,21,7,10
708,207eded97727,9,23,8,9
709,207eded97727,10,23,7,8
710,207eded97727,11,21,7,10
711,207eded97727,12,20,7,11
712,207eded97727,13,20,7,11
713,207eded97727,14,20,6,10
714,207eded97727,15,21,7,10
715,207eded97727,16,22,6,8
716,207eded97727,17,21,6,9
717,207eded97727,18,21,6,9
718,207eded97727,19,21,6,9
719,207eded97727,20,20,6,10
720,207eded97727,21,21,7,10
721,25e2b3dd9c3b,1,0,10,10
722,25e2b3dd9c3b,2,23,10,11
723,25e2b3dd9c3b,3,22,6,8
724,25e2b3dd9c3b,4,22,6,8
725,25e2b3dd9c3b,5,23,6,7
726,25e2b3dd9c3b,6,22,6,8
727,25e2b3dd9c3b,7,23,6,7
728,25e2b3dd9c3b,8,21,10,13
729,25e2b3dd9c3b,9,23,9,10
730,25e2b3dd9c3b,10,22,6,8
731,25e2b3dd9c3b,11,21,6,9
732,25e2b3dd9c3b,12,22,7,9
733,25e2b3dd9c3b,13,21,6,9
734,25e2b3dd9c3b,14,22,6,8
735,25e2b3dd9c3b,15,22,6,8
